Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-27 15:40:46,2021-08-27 15:42:57,2m - 10.903s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-27 15:40:46,2021-08-27 15:42:57,2m - 10.216s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 15:40:48,2021-08-27 15:40:51,3.216s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 15:40:51,2021-08-27 15:40:52,0.558s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-27 15:40:52,2021-08-27 15:40:53,1.313s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-27 15:40:53,2021-08-27 15:40:53,0.183s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:40:53,2021-08-27 15:40:55,2.041s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-27 15:40:55,2021-08-27 15:40:56,0.457s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:40:56,2021-08-27 15:40:58,2.016s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-27 15:40:58,2021-08-27 15:40:59,0.850s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:40:59,2021-08-27 15:41:01,2.012s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-27 15:41:01,2021-08-27 15:41:01,0.385s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:41:01,2021-08-27 15:41:03,2.015s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih NonDT""))",Chrome 92.0.4515.159,,,2021-08-27 15:41:03,2021-08-27 15:41:04,0.415s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""), 30)",Chrome 92.0.4515.159,,,2021-08-27 15:41:04,2021-08-27 15:41:04,0.649s,PASSED
