Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist COVID,Chrome 92.0.4515.159,,,2021-08-30 09:48:10,2021-08-30 09:51:04,2m - 53.755s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-30 09:48:10,2021-08-30 09:51:04,2m - 53.312s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-30 09:48:11,2021-08-30 09:48:13,2.118s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-30 09:48:13,2021-08-30 09:48:14,0.568s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-30 09:48:14,2021-08-30 09:48:15,1.343s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-30 09:48:15,2021-08-30 09:48:16,0.163s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 09:48:16,2021-08-30 09:48:18,2.059s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-30 09:48:18,2021-08-30 09:48:18,0.424s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 09:48:18,2021-08-30 09:48:20,2.014s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-30 09:48:20,2021-08-30 09:48:21,0.867s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 09:48:21,2021-08-30 09:48:23,2.011s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-30 09:48:23,2021-08-30 09:48:23,0.446s,PASSED
