Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist,Chrome 92.0.4515.159,,,2021-08-27 15:45:43,2021-08-27 15:47:57,2m - 13.333s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-27 15:45:44,2021-08-27 15:47:57,2m - 12.321s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-27 15:45:46,2021-08-27 15:45:49,2.986s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-27 15:45:49,2021-08-27 15:45:49,0.495s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-27 15:45:49,2021-08-27 15:45:51,1.385s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-27 15:45:51,2021-08-27 15:45:51,0.268s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:45:51,2021-08-27 15:45:53,2.051s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-27 15:45:53,2021-08-27 15:45:54,0.491s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:45:54,2021-08-27 15:45:56,2.009s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-27 15:45:56,2021-08-27 15:45:57,0.888s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:45:57,2021-08-27 15:45:59,2.018s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-27 15:45:59,2021-08-27 15:45:59,0.438s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:45:59,2021-08-27 15:46:01,2.009s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih NonDT""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:01,2021-08-27 15:46:01,0.432s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""), 30)",Chrome 92.0.4515.159,,,2021-08-27 15:46:01,2021-08-27 15:46:02,0.644s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:02,2021-08-27 15:46:03,0.552s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:46:03,2021-08-27 15:46:05,2.012s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/button_Pilih""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:05,2021-08-27 15:46:05,0.386s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Nama Lengkap(Sesuai ID)_name""), 0)",Chrome 92.0.4515.159,,,2021-08-27 15:46:05,2021-08-27 15:46:08,3.103s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Nama Lengkap(Sesuai ID)_name""), NamaSID)",Chrome 92.0.4515.159,,,2021-08-27 15:46:08,2021-08-27 15:46:09,0.942s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 15:46:09,2021-08-27 15:46:10,1.011s,PASSED
"scrollToElement(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Tanggal Kunjungan_appointment_date""), 30)",Chrome 92.0.4515.159,,,2021-08-27 15:46:10,2021-08-27 15:46:10,0.344s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:46:10,2021-08-27 15:46:13,2.017s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nomor Handphone_form-control""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:13,2021-08-27 15:46:13,0.373s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nomor Handphone_form-control""), NoHP)",Chrome 92.0.4515.159,,,2021-08-27 15:46:13,2021-08-27 15:46:14,0.938s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Alamat Email_email""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:14,2021-08-27 15:46:14,0.473s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Alamat Email_email""), Email)",Chrome 92.0.4515.159,,,2021-08-27 15:46:14,2021-08-27 15:46:15,1.060s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 15:46:15,2021-08-27 15:46:16,1.005s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Tanggal Kunjungan_appointment_date""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:16,2021-08-27 15:46:17,0.432s,PASSED
if (TanggalKunjungan != 0),Chrome 92.0.4515.159,,,2021-08-27 15:46:17,2021-08-27 15:46:17,0.001s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/span_OK""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:17,2021-08-27 15:46:17,0.613s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 15:46:17,2021-08-27 15:46:18,1.011s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/WaktuKunjungan""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:18,2021-08-27 15:46:19,0.453s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/sementara""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:19,2021-08-27 15:46:19,0.571s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 15:46:19,2021-08-27 15:46:20,1.020s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Cara Pembayaran""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:20,2021-08-27 15:46:21,0.428s,PASSED
"if (CaraPembayaran == ""Jaminan"")",Chrome 92.0.4515.159,,,2021-08-27 15:46:21,2021-08-27 15:46:28,7.478s,PASSED
"if (PernahBerobat == ""Tidak"")",Chrome 92.0.4515.159,,,2021-08-27 15:46:28,2021-08-27 15:46:30,1.426s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/span_Data pasien sama dengan data pemesan""))",Chrome 92.0.4515.159,,,2021-08-27 15:46:30,2021-08-27 15:46:30,0.472s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-27 15:46:30,2021-08-27 15:46:32,2.016s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 15:46:32,2021-08-27 15:46:33,1.023s,PASSED
"scrollToElement(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Nomor Kartu Identitas_identity_number""), 30)",Chrome 92.0.4515.159,,,2021-08-27 15:46:33,2021-08-27 15:46:34,0.380s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-27 15:46:34,2021-08-27 15:46:35,1.018s,PASSED
