Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pre-regist COVID,Chrome 92.0.4515.159,,,2021-08-30 08:27:19,2021-08-30 08:30:02,2m - 42.887s,PASSED
,,,,,,,
Test Cases/Pre-regist Covid/linktree,Chrome 92.0.4515.159,,,2021-08-30 08:27:19,2021-08-30 08:30:02,2m - 42.349s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-30 08:27:20,2021-08-30 08:27:22,2.176s,PASSED
"navigateToUrl(""https://mysiloam-api-staging.siloamhospitals.com/linktree/"")",Chrome 92.0.4515.159,,,2021-08-30 08:27:22,2021-08-30 08:27:23,0.460s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""), 120)",Chrome 92.0.4515.159,,,2021-08-30 08:27:23,2021-08-30 08:27:24,1.288s,PASSED
maximizeWindow(),Chrome 92.0.4515.159,,,2021-08-30 08:27:24,2021-08-30 08:27:24,0.169s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 08:27:24,2021-08-30 08:27:26,2.051s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/div_Select""))",Chrome 92.0.4515.159,,,2021-08-30 08:27:26,2021-08-30 08:27:27,0.440s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 08:27:27,2021-08-30 08:27:29,2.006s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/input_Select_react-select-2-input""), NamaRS)",Chrome 92.0.4515.159,,,2021-08-30 08:27:29,2021-08-30 08:27:30,0.869s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 08:27:30,2021-08-30 08:27:32,2.020s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih RS""))",Chrome 92.0.4515.159,,,2021-08-30 08:27:32,2021-08-30 08:27:32,0.426s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 08:27:32,2021-08-30 08:27:34,2.016s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Pilih NonDT""))",Chrome 92.0.4515.159,,,2021-08-30 08:27:34,2021-08-30 08:27:35,0.446s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""), 30)",Chrome 92.0.4515.159,,,2021-08-30 08:27:35,2021-08-30 08:27:35,0.655s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Rapid Test Serology""))",Chrome 92.0.4515.159,,,2021-08-30 08:27:35,2021-08-30 08:27:36,0.408s,PASSED
delay(2),Chrome 92.0.4515.159,,,2021-08-30 08:27:36,2021-08-30 08:27:38,2.011s,PASSED
"click(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/button_Pilih""))",Chrome 92.0.4515.159,,,2021-08-30 08:27:38,2021-08-30 08:27:38,0.416s,PASSED
"waitForElementVisible(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Nama Lengkap(Sesuai ID)_name""), 30)",Chrome 92.0.4515.159,,,2021-08-30 08:27:38,2021-08-30 08:27:41,2.807s,PASSED
"setText(findTestObject(""Pre-regist Covid/linktree/Page_Siloam Hospitals Registration Form/Nama Lengkap(Sesuai ID)_name""), NamaSID)",Chrome 92.0.4515.159,,,2021-08-30 08:27:41,2021-08-30 08:27:42,0.908s,PASSED
delay(1),Chrome 92.0.4515.159,,,2021-08-30 08:27:42,2021-08-30 08:27:43,1.004s,PASSED
